Array Design Name	Affymetrix GeneChip Yeast Genome 2.0 Array [Yeast_2]
Comment[AdditionalFile:CDF]	Yeast_2.cdf
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-47
Comment[SubmittedName]	Affymetrix GeneChip Yeast Genome 2.0 Array [Yeast_2]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Surface Type Term Accession Number	#unknown_surface_type
Surface Type Term Source REF	The MGED Ontology
Term Source Name	The MGED Ontology	affymetrix_netaffx	cp450	ec	embl	genbank	go	interpro	pkr_hanks	scop	sgd
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.affymetrix.com/analysis/	http://drnelson.utmem.edu/CytochromeP450.html	http://www.chem.qmw.ac.uk/iubmb/enzyme/	http://www.ebi.ac.uk/embl/	http://www.ncbi.nlm.nih.gov/Genbank/index.html	http://godatabase.org	http://www.ebi.ac.uk/interpro	http://pkr.sdsc.edu/html/pk_classification/pk_catalytic/pk_hanks_class.html	http://scop.berkeley.edu	http://genome-www.stanford.edu/Saccharomyces/
Term Source Version										
Comment[AdditionalFile:txt]	A-AFFY-47_comments.txt

[main]
Composite Element Name	Composite Element Database Entry[embl]	Composite Element Database Entry[interpro]	Composite Element Database Entry[affymetrix_netaffx]	Composite Element Database Entry[scop]	Composite Element Database Entry[ec]	Composite Element Database Entry[go]	Composite Element Database Entry[genbank]	Composite Element Database Entry[sgd]	Composite Element Database Entry[pkr_hanks]	Composite Element Database Entry[cp450]
1772841_at	SPCC191.02c.S1	IPR000873	1772841_at		(Q9NUB1) Acetyl-coenzyme A synthetase 2-like, mitochondrial precursor (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2)					
1771593_at	SPACUNK12.02c.S1	IPR000719	1771593_at	a.4.5.Forkhead DNA-binding domain	(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				2.1.6	
1780123_at	SPCC18.10.S1		1780123_at							
1771875_at	SPAC186.07c.S1	IPR006140	1771875_at							
1772109_at	SPAC4F10.12.S1		1772109_at							
1776557_at	SPAPB8E5.09.S1	IPR003959	1776557_at							
1770432_at	SPAC11E3.02c.S1	IPR000008	1770432_at							
1777213_at	SPBC1198.04c.S1	IPR007087	1777213_at							
1778478_at	SPAC222.03c.S1	IPR004217	1778478_at							
1780087_at	SPAC26F1.02.S1	IPR006786	1780087_at							
1772899_at	SPCC285.13c.S1		1772899_at							
1771739_at	SPBC16G5.14c.S1	IPR001351	1771739_at							
1775102_at	SPBC9B6.04c.S1	IPR000795	1775102_at							
1774519_at	SPBC8D2.16c.S1	IPR003750	1774519_at							
1773509_at	SPAC4H3.08.S1	IPR002198	1773509_at							
1776287_at	SPBC56F2.14.S1		1776287_at							
1771732_at	SPCC23B6.02c.S1		1771732_at							
1773796_at	SPAC16E8.06c.S1	IPR000504	1773796_at							
1778607_at	SPAP7G5.06.S1	IPR004841	1778607_at							
1770770_at	SPAC27E2.05.S1		1770770_at							
1770997_at	SPBC27B12.13.S1	IPR001925	1770997_at							
1772822_at	SPAC22A12.02c.S1		1772822_at							
1777425_at	SPBC23E6.06c.S1	IPR000422	1777425_at							
1771979_at	SPAC22E12.17c.S1	IPR001164	1771979_at							
1773768_at	SPBC23G7.13c.S1		1773768_at							
1774251_at	SPAC57A10.10c.S1	IPR000504	1774251_at							
1777866_at	SPBC2A9.11c.S1	IPR005062	1777866_at							
1771044_at	SPCC1442.09.S1	IPR005801	1771044_at							
1778182_at	SPAC644.14c.S1	IPR000445	1778182_at							
1771309_at	SPAC212.07c.S1		1771309_at							
1775830_at	SPCC965.10.S1	IPR001138	1775830_at							
1776261_at	SPCC162.05.S1		1776261_at							
1777591_at	SPAC1834.10c.S1		1777591_at							
1778072_at	SPAC2C4.15c.S1	IPR001012	1778072_at							
1778378_at	SPBC530.07c.S1		1778378_at	a.3.1.Two-domain cytochrome c						
1773007_at	SPBC28F2.08c.S1		1773007_at		(O95336) 6-phosphogluconolactonase (EC 3.1.1.31) (6PGL)					
1773818_at	SPAC824.07.S1	IPR001279	1773818_at							
1769910_at	SPAC22G7.10.S1	IPR007854	1769910_at							
1778910_at	SPAC3H1.13.S1	IPR000719	1778910_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				2.1.9	
1772527_at	SPCC576.12c.S1		1772527_at							
1770630_at	SPBC1773.03c.S1	IPR005814	1770630_at							
1775623_at	SPBC1306.01c.S1	IPR005517	1775623_at	a.4.1.Tetracyclin repressor-like, N-terminal domain						
1774316_at	SPCC2H8.03.S1		1774316_at							
1775075_at	SPAC29E6.04.S1	IPR007128	1775075_at							
1771974_at	SPAC56F8.14c.S1		1771974_at							
1770237_at	SPAC18B11.05.S1	IPR007315	1770237_at							
1769830_at	SPBC32H8.12c.S1	IPR004000	1769830_at							
1778113_at	SPBC11C11.03.S1	IPR005550	1778113_at							
1776889_at	SPAC16E8.01.S1	IPR001452	1776889_at							
1773554_at	SPAC1F3.02c.S1	IPR000719	1773554_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				2.1.8	
1778718_at	SPCC18.14c.S1	IPR001790	1778718_at							
1779794_at	SPBP22H7.04.S1		1779794_at							
1773155_at	SPCP1E11.11.S1		1773155_at	a.1.1.Globins						
1771556_at	SPAC1952.03.S1	IPR003323	1771556_at							
1775124_at	SPBC30D10.04.S1		1775124_at							
1772683_at	SPAC1556.08c.S1	IPR000644	1772683_at							
1774378_at	SPBC1105.18c.S1		1774378_at							
1770961_at	SPBC3B8.03.S1	IPR005097	1770961_at							
1770380_at	SPAC4G9.05.S1	IPR001313	1770380_at							
1771488_at	SPCC1450.03.S1		1771488_at							
1771653_at	SPBC25B2.01.S1	IPR000795	1771653_at							
1777393_at	SPBC1347.06c.S1	IPR000719	1777393_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				3.1.7	
1779122_at	SPAC56E4.02c.S1	IPR007235	1779122_at							
1773625_at	SPBC1711.05.S1	IPR007718	1773625_at							
1778876_at	SPAC959.02.S1		1778876_at							
1774624_at	SPBC146.05c.S1		1774624_at							
1775206_at	SPBC1718.04.S1	IPR002123	1775206_at							
1772296_at	SPCC1259.08.S1		1772296_at							
1779653_at	SPBPB2B2.11.S1	IPR001509	1779653_at							
1770351_at	SPBC25H2.12c.S1	IPR002423	1770351_at							
1773999_at	SPBC12D12.06.S1		1773999_at							
1777408_at	SPAC1F5.05c.S1		1777408_at							
1770526_at	SPBC530.02.S1	IPR005828	1770526_at							
1774304_at	SPBC3B9.12.S1	IPR007233	1774304_at							
1777653_at	SPBC28E12.01c.S1	IPR008401	1777653_at							
1775249_at	SPAC1486.03c.S1	IPR000467	1775249_at							
1779481_at	SPBC3D6.13c.S1	IPR006662	1779481_at							
1773747_at	SPCC1919.04.S1		1773747_at							
1774574_at	SPBC21B10.12.S1		1774574_at							
1774037_at	SPBC1105.15c.S1		1774037_at							
1774075_at	SPAC1952.08c.S1	IPR000659	1774075_at							
1770464_at	SPCC24B10.05.S1	IPR004217	1770464_at							
1776032_at	SPAC4G9.16c.S1	IPR000702	1776032_at							
1778595_at	SPAC56F8.02.S1	IPR000873	1778595_at							
1776955_at	SPAC56F8.13.S1		1776955_at							
1777908_at	SPAC17H9.16.S1	IPR005683	1777908_at							
1780096_at	SPAC1039.05c.S1	IPR007087	1780096_at							
1777648_at	SPCC1840.07c.S1	IPR004843	1777648_at							
1771818_at	SPAC3A12.17c.S1	IPR001926	1771818_at							
1771668_at	SPAC1834.08.S1	IPR001789	1771668_at							
1772237_at	SPBC557.04.S1	IPR000719	1772237_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				1.8.7	
1773017_at	SPCC1223.07c.S1	IPR004365	1773017_at							
1777747_at	SPBP8B7.15c.S1		1777747_at							
1769769_at	SPBC947.10.S1	IPR001841	1769769_at							
1771683_at	SPBC19G7.16.S1	IPR008654	1771683_at							
1769923_at	SPBC83.07.S1	IPR003347	1769923_at							
1773388_at	SPBC23G7.04c.S1		1773388_at							
1779230_at	SPAC1851.02.S1	IPR002123	1779230_at							
1770196_at	SPAC1805.09c.S1	IPR002376	1770196_at							
1776668_at	SPBP4H10.08.S1		1776668_at							
1779894_at	SPBC16H5.08c.S1	IPR003439	1779894_at	a.2.11.Fe,Mn superoxide dismutase (SOD), N-terminal domain						
1773872_at	SPBC119.16c.S1		1773872_at							
1769964_at	SPCC330.10.S1	IPR004971	1769964_at		(P32783) mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56)					
1779362_at	SPCC622.15c.S1		1779362_at							
1771839_at	SPBC17G9.05.S1	IPR000504	1771839_at							
1777066_at	SPBC713.05.S1	IPR001680	1777066_at							
1770951_at	SPBC2D10.16.S1		1770951_at							
1778540_at	SPBP4H10.06c.S1	IPR003395	1778540_at							
1779757_at	SPCC16A11.15c.S1		1779757_at							
1776146_at	SPBC19G7.08c.S1	IPR000698	1776146_at							
1772143_at	SPAC23D3.03c.S1	IPR000195	1772143_at							
1770960_at	SPCC126.15c.S1	IPR002778	1770960_at							
1778454_at	SPAC13G6.09.S1	IPR007320	1778454_at							
1779994_at	SPAC23C4.15.S1	IPR005571	1779994_at							
1770814_at	SPAC2E1P3.02c.S1	IPR010256	1770814_at							
1773317_at	SPAC6G9.15c.S1		1773317_at							
1772194_at	SPBC24C6.06.S1	IPR001019	1772194_at							
1771224_at	SPAPB2B4.07.S1		1771224_at							
1771049_at	SPBC19C7.04c.S1		1771049_at							
1778410_at	SPAC1A6.07.S1		1778410_at							
1769522_at	SPCC757.05c.S1	IPR002933	1769522_at							
1769475_at	SPAC17G6.11c.S1	IPR005629	1769475_at							
1779036_at	SPCC1322.15.S1	IPR008195	1779036_at							
1770838_at	SPCC74.05.S1	IPR005824	1770838_at							
1778522_at	SPBC3F6.02c.S1	IPR002225	1778522_at							
1770232_at	SPCC1223.09.S1	IPR002042	1770232_at							
1772728_at	SPAC24B11.07c.S1		1772728_at							
1773909_at	SPCC1235.14.S1	IPR005828	1773909_at							
1770306_at	SPBC19C2.05.S1	IPR000719	1770306_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				2.1.8	
1770000_at	SPAC20H4.06c.S1		1770000_at							
1774567_at	SPAC11G7.04.S1	IPR001975	1774567_at							
1773898_at	SPBC8D2.06.S1	IPR002300	1773898_at							
1774588_at	SPAC1687.13c.S1	IPR000555	1774588_at							
1770398_at	SPBC32H8.03.S1		1770398_at							
1779958_at	SPAC1556.07.S1	IPR005002	1779958_at							
1773049_at	SPAC1805.10.S1		1773049_at							
1769327_at	SPCC1840.01c.S1	IPR007681	1769327_at							
1772513_at	SPAC19G12.10c.S1	IPR001563	1772513_at							
1775236_at	SPCC1259.02c.S1	IPR007484	1775236_at							
1772587_at	SPBC12D12.04c.S1	IPR000961	1772587_at	a.4.5.DNA-binding protein Mj223	(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				1.2.15	
1773082_at	SPAC22A12.10.S1	IPR000462	1773082_at							
1771672_at	SPBC2G5.06c.S1		1771672_at							
1778195_at	SPAC1805.12c.S1	IPR001975	1778195_at							
1774001_at	SPBC336.09c.S1		1774001_at							
1771245_at	SPBC12D12.08c.S1	IPR000626	1771245_at							
1775210_at	SPAPB17E12.09.S1		1775210_at							
1778467_at	SPCC548.07c.S1	IPR005828	1778467_at							
1774494_at	SPBC16H5.05c.S1	IPR002130	1774494_at							
1778062_at	SPBC713.02c.S1	IPR001394	1778062_at							
1778749_at	SPAC806.05.S1		1778749_at							
1772727_at	SPBC14C8.07c.S1		1772727_at							
1769355_at	SPBC56F2.02.S1	IPR000196	1769355_at							
1771018_at	SPAC1B3.17.S1		1771018_at							
1776939_at	SPCC338.12.S1	IPR010259	1776939_at							
1775862_at	SPCC24B10.15.S1		1775862_at							
1780198_at	SPCC584.01c.S1	IPR001433	1780198_at							
1775812_at	SPAC6B12.14c.S1		1775812_at							
1779683_at	SPBC16G5.03.S1	IPR001841	1779683_at							
1777943_at	SPAC1002.21.S1		1777943_at							
1777484_at	SPCC1620.04c.S1	IPR001680	1777484_at							
1773583_at	SPBC685.06.S1	IPR001865	1773583_at							
1779359_at	SPBC18H10.20c.S1		1779359_at							
1775950_at	SPBC609.05.S1	IPR000969	1775950_at							
1774869_at	SPAC1705.03c.S1		1774869_at							
1769479_at	SPCC550.04c.S1	IPR009450	1769479_at							
1771573_at	SPBC428.17c.S1		1771573_at							
1769840_at	SPAC17G8.11c.S1	IPR007577	1769840_at							
1779630_at	SPAC10F6.16.S1	IPR006760	1779630_at							
1770408_at	SPBC1683.12.S1		1770408_at							
1774474_at	SPAC694.02.S1	IPR001650	1774474_at							
1776430_at	SPAC13F5.04c.S1		1776430_at							
1775047_at	SPBC30B4.04c.S1	IPR001606	1775047_at	a.4.3.ARID domain						
1771423_at	SPCC777.06c.S1	IPR001279	1771423_at							
1779980_at	SPAC144.09c.S1	IPR007087	1779980_at							
1772515_at	SPAC637.07.S1	IPR007783	1772515_at							
1769956_at	SPBC29A10.15.S1	IPR001025	1769956_at							
1775639_at	SPAC5H10.07.S1		1775639_at							
1777592_at	SPBC1289.10c.S1	IPR007591	1777592_at							
1778853_at	SPAC1F3.01.S1	IPR002562	1778853_at							
1773036_at	SPCC364.07.S1	IPR006140	1773036_at							
1769547_at	SPBC543.10.S1	IPR007514	1769547_at							
1777054_at	SPBC1347.10.S1	IPR004365	1777054_at	a.2.7.Seryl-tRNA synthetase (SerRS)						
1776995_at	SPAC23C4.12.S1	IPR000719	1776995_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				3.1.7	
1779519_at	SPBP23A10.05.S1		1779519_at							
1773013_at	SPAC6C3.03c.S1		1773013_at							
1778762_at	SPBC83.13.S1	IPR001993	1778762_at							
1778913_at	SPAC2C4.03c.S1	IPR001163	1778913_at							
1769816_at	SPBPJ4664.05.S1		1769816_at							
1774722_at	SPAC27D7.14c.S1	IPR001440	1774722_at	a.2.7.Phenylalanyl-tRNA synthetase (PheRS)						
1771584_at	SPAC823.13c.S1	IPR008839	1771584_at							
1778678_at	SPAC23H3.06.S1	IPR002553	1778678_at							
1776639_at	SPBC17D11.07c.S1	IPR002015	1776639_at							
1770895_at	SPAC1D4.07c.S1		1770895_at							
1778745_at	SPBC21.02.S1		1778745_at							
1774305_at	SPAC8C9.05.S1	IPR003732	1774305_at							
1771339_at	SPBP16F5.03c.S1	IPR003152	1771339_at							
1770531_at	SPCC16A11.05c.S1	IPR004123	1770531_at							
1776966_at	SPAC19B12.01.S1	IPR001440	1776966_at							
1770324_at	SPAC6F6.18c.S1		1770324_at							
1777584_at	SPAC22F8.02c.S1		1777584_at						1.1.1	
1769985_at	SPBC13G1.01c.S1	IPR002942	1769985_at							
1771228_at	SPAC23C11.06c.S1		1771228_at							
1773731_at	SPAC1B3.20.S1		1773731_at							
1779537_at	SPAC10F6.14c.S1	IPR004147	1779537_at						1.9.6	
1778948_at	SPAC11E3.11c.S1	IPR001849	1778948_at	a.4.5.C-terminal fragment of elongation factor SelB						
1780067_at	SPAC3A12.16c.S1	IPR003397	1780067_at							
1776291_at	SPBC1289.13c.S1	IPR008630	1776291_at							
1769807_at	SPBC3B9.09.S1	IPR007261	1769807_at							
1776515_at	SPAPB17E12.14c.S1	IPR001345	1776515_at		(P40433) 6-phosphofructo-2-kinase 1 (EC 2.7.1.105) (Phosphofructokinase 2 I) (6PF-2-K 1)					
1778047_at	SPBC359.06.S1	IPR001303	1778047_at							
1777687_at	SPBC365.16.S1		1777687_at							
1773247_at	SPBC2G2.06c.S1	IPR002553	1773247_at							
1769692_at	SPAC23C11.14.S1	IPR002524	1769692_at							
1771048_at	SPAC6C3.04.S1	IPR002020	1771048_at							
1773897_at	SPCC736.06.S1	IPR004365	1773897_at							
1779053_at	SPAC823.07.S1	IPR007217	1779053_at							
1773381_at	SPBC17A3.10.S1	IPR001841	1773381_at							
1770105_at	SPAC26A3.06.S1		1770105_at							
1777844_at	SPBC1778.08c.S1	IPR007204	1777844_at							
1772519_at	SPAC1D4.02c.S1	IPR007583	1772519_at							
1778534_at	SPAC824.08.S1	IPR000407	1778534_at							
1775515_at	SPAC17A5.07c.S1	IPR003653	1775515_at							
1769811_at	SPAC57A7.07c.S1		1769811_at							
1777303_at	SPCC1795.07.S1	IPR001892	1777303_at							
1771136_at	SPAC1952.06c.S1		1771136_at							
1777824_at	SPAC6B12.10c.S1	IPR002755	1777824_at							
1769706_at	SPBC83.06c.S1	IPR000473	1769706_at							
1777813_at	SPBC14C8.01c.S1		1777813_at							
1770096_at	SPCC1223.12c.S1	IPR000494	1770096_at							
1776960_at	SPAC19D5.01.S1	IPR000242	1776960_at							
1772311_at	SPCC4F11.02.S1	IPR001932	1772311_at							
1774862_at	SPBC211.07c.S1	IPR000608	1774862_at							
1773100_at	SPAC3G9.16c.S1	IPR007233	1773100_at							
1775373_at	SPBC106.04.S1	IPR001365	1775373_at							
1775491_at	SPAC11D3.14c.S1	IPR002821	1775491_at	a.3.1.Quinohemoprotein amine dehydrogenase A chain, domains 1 an						
1776048_at	SPAC4D7.03.S1	IPR001810	1776048_at							
1770377_at	SPBC3B9.18c.S1	IPR008218	1770377_at							
1775855_at	SPBC4.06.S1		1775855_at							
1775675_at	SPAC664.11.S1	IPR001023	1775675_at							
1778908_at	SPAC1B2.05.S1	IPR001208	1778908_at							
1774808_at	SPAC328.06.S1	IPR001394	1774808_at							
1775485_at	SPCC297.03.S1	IPR000719	1775485_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				2.2.11	
1778619_at	SPAC823.10c.S1	IPR001993	1778619_at							
1772235_at	SPAC23H3.10.S1	IPR007526	1772235_at	a.4.1.Myb						
1779347_at	SPBC1271.03c.S1		1779347_at							
1778292_at	SPAC2F3.12c.S1		1778292_at							
1773856_at	SPCC1827.01c.S1	IPR010678	1773856_at							
1778949_at	SPAC1782.03.S1	IPR009730	1778949_at							
1770511_at	SPCC790.03.S1	IPR002610	1770511_at							
1778135_at	SPBC4B4.03.S1	IPR001025	1778135_at							
1770629_at	SPBC1604.02c.S1		1770629_at							
1770735_at	SPAC1327.01c.S1	IPR007219	1770735_at							
1771290_at	SPCC4G3.15c.S1	IPR007282	1771290_at							
1777470_at	SPAC1F7.04.S1	IPR001806	1777470_at							
1778461_at	SPBC342.05.S1	IPR001357	1778461_at							
1780231_at	SPAC3G6.06c.S1	IPR006086	1780231_at							
1770273_at	SPAC17H9.02.S1	IPR001410	1770273_at							
1778256_at	SPAC25H1.03.S1		1778256_at							
1771780_at	SPBC4B4.01c.S1	IPR004567	1771780_at							
1778016_at	SPBC13G1.11.S1	IPR001388	1778016_at							
1777805_at	SPAC3G9.10c.S1	IPR001247	1777805_at							
1777412_at	SPAC2E12.05.S1		1777412_at							
1774307_at	SPAC144.02.S1	IPR007087	1774307_at							
1770361_at	SPBC19G7.06.S1	IPR002100	1770361_at							
1778866_at	SPCP25A2.02c.S1	IPR000330	1778866_at							
1771097_at	SPAC343.15.S1	IPR002627	1771097_at							
1776394_at	SPCPJ732.03.S1		1776394_at							
1778441_at	SPAC17G8.05.S1		1778441_at							
1776756_at	SPAC11E3.09.S1	IPR000242	1776756_at							
1772067_at	SPBC36B7.05c.S1	IPR000306	1772067_at							
1770172_at	SPBC19C2.15c.S1	IPR007482	1770172_at							
1772161_at	SPAC3G6.02.S1	IPR007834	1772161_at							
1772917_at	SPAPB1A10.08.S1		1772917_at							
1774190_at	SPAC27D7.05c.S1		1774190_at							
1778558_at	SPBC1773.12.S1	IPR001138	1778558_at							
1776540_at	SPBC29A3.02c.S1	IPR002496	1776540_at							
1772897_at	SPCC613.01.S1		1772897_at							
1772660_at	SPBC31F10.09c.S1		1772660_at							
1774520_at	SPCC965.14c.S1	IPR002125	1774520_at							
1773789_at	SPAC20G8.09c.S1	IPR007807	1773789_at							
1770286_at	SPBC106.13.S1		1770286_at	a.2.11.Fe,Mn superoxide dismutase (SOD), N-terminal domain						
1769612_at	SPBC19C7.01.S1		1769612_at							
1772493_at	SPBC1604.10.S1		1772493_at							
1777832_at	SPAC821.10c.S1	IPR001424	1777832_at							
1771134_at	SPCC1620.06c.S1	IPR000836	1771134_at							
1772149_at	SPCC14G10.04.S1		1772149_at							
1775294_at	SPBC2A9.06c.S1		1775294_at							
1769530_at	SPBC2D10.06.S1		1769530_at							
1772489_at	SPCC736.08.S1		1772489_at							
1771161_at	SPAC328.01c.S1		1771161_at							
1770904_at	SPAC22A12.09c.S1	IPR000061	1770904_at							
1773786_at	SPAC222.08c.S1	IPR002161	1773786_at							
1775864_at	SPAC644.18c.S1	IPR007194	1775864_at							
1778511_at	SPBC6B1.02.S1	IPR000719	1778511_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				1.8.7	
1770180_at	SPCC1672.01.S1	IPR004013	1770180_at							
1777075_at	SPBC947.13.S1		1777075_at							
1774968_at	SPAPB18E9.01.S1	IPR003402	1774968_at							
1773289_at	SPAC16C9.03.S1	IPR007064	1773289_at							
1770197_at	SPBC31F10.04c.S1		1770197_at							
1772557_at	SPBC4C3.05c.S1	IPR007080	1772557_at	a.4.1.Homeodomain						
1771356_at	SPAC12B10.13.S1		1771356_at							
1771933_at	SPCC338.04.S1		1771933_at							
1769613_at	SPCC320.12.S1		1769613_at							
1771864_at	SPAC15E1.08.S1	IPR000182	1771864_at							
1774465_at	SPAC14C4.09.S1	IPR005197	1774465_at							
1777558_at	SPBC725.16.S1	IPR002110	1777558_at							
1773655_at	SPBC16G5.18.S1	IPR001171	1773655_at							
1778631_at	SPAC13F5.07c.S1		1778631_at							
1775660_at	SPCC1450.14c.S1	IPR007266	1775660_at							
1769471_at	SPAC26F1.01.S1	IPR000904	1769471_at	a.4.1.Homeodomain						
1771587_at	SPAC18B11.04.S1	IPR002048	1771587_at							
1775318_at	SPAC26F1.11.S1		1775318_at							
1778356_at	SPAC1786.01c.S1	IPR002641	1778356_at							
1780033_at	SPAC3H1.12c.S1	IPR001965	1780033_at							
1771210_at	SPAC869.06c.S1	IPR005544	1771210_at							
1769897_at	SPBC691.04.S1	IPR001410	1769897_at							
1771642_at	SPBC21B10.06c.S1		1771642_at							
1772759_at	SPCC1450.05c.S1		1772759_at							
1774199_at	SPCC1442.17c.S1	IPR005061	1774199_at							
1769752_at	SPBP4H10.09.S1	IPR007087	1769752_at							
1775224_at	SPAC1071.05.S1		1775224_at							
1770283_at	SPAC23D3.05c.S1		1770283_at							
1778684_at	SPAC1556.05c.S1	IPR005579	1778684_at							
1779580_at	SPBC3E7.01.S1	IPR002498	1779580_at							
1775583_at	SPAC4A8.12c.S1	IPR001611	1775583_at							
1779044_at	SPAC23A1.08c.S1	IPR008195	1779044_at							
1777148_at	SPAC24B11.10c.S1		1777148_at							
1770204_at	SPBC1539.10.S1		1770204_at							
1773029_at	SPAC630.03.S1	IPR004000	1773029_at							
1769560_at	SPBC215.13.S1		1769560_at							
1770314_at	SPBC337.16.S1	IPR007318	1770314_at							
1772200_at	SPAC12B10.06c.S1	IPR005631	1772200_at							
1773199_at	SPBC25H2.10c.S1	IPR004114	1773199_at							
1777296_at	SPAC4A8.04.S1	IPR000209	1777296_at							
1770126_at	SPCC1494.05c.S1	IPR010460	1770126_at							
1779342_at	SPAC24B11.11c.S1	IPR000961	1779342_at		(Q96Q40) Serine/threonine-protein kinase ALS2CR7 (EC 2.7.1.37) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene protein 7)				1.7.2	
1771481_at	SPBC1703.12.S1	IPR001394	1771481_at							
1778671_at	SPAC3H8.07c.S1	IPR004127	1778671_at							
1770365_at	SPAC3G9.14.S1	IPR003150	1770365_at	a.2.11.Fe,Mn superoxide dismutase (SOD), N-terminal domain						
1771089_at	SPBPB2B2.01.S1	IPR004841	1771089_at							
1771718_at	SPCC1840.08c.S1		1771718_at	a.4.1.Myb						
1775751_at	SPAC664.03.S1	IPR007133	1775751_at							
1771149_at	SPAC343.01c.S1	IPR006204	1771149_at	a.4.1.Paired domain						
1779120_at	SPBC27B12.07.S1		1779120_at							
1775033_at	SPBC32F12.01c.S1	IPR005135	1775033_at							
1775955_at	SPAC750.01.S1		1775955_at							
1778221_at	SPCC736.07c.S1		1778221_at							
1779989_at	SPAC12B10.12c.S1	IPR004583	1779989_at							
1772823_at	SPBC1921.05.S1	IPR001930	1772823_at	a.1.1.Truncated hemoglobin						
1779470_at	SPAC1805.15c.S1	IPR000569	1779470_at							
1771322_at	SPCC1450.04.S1	IPR001326	1771322_at							
1771535_at	SPAC3H1.14.S1		1771535_at							
1771318_at	SPBC30D10.17c.S1		1771318_at							
1773069_at	SPBC146.07.S1	IPR000504	1773069_at							
1775707_at	SPCC737.05.S1		1775707_at							
1778596_at	SPMIT.11.S1	IPR002429	1778596_at							
1774141_at	SPCP1E11.10.S1	IPR002110	1774141_at							
1773113_at	SPBC1711.06.S1	IPR002136	1773113_at							
1779405_at	SPCC4B3.01.S1	IPR001763	1779405_at							
1769797_at	SPAC6F12.16c.S1	IPR001650	1769797_at							
1779472_at	SPBC649.02.S1	IPR001266	1779472_at							
1779791_at	SPBC6B1.08c.S1	IPR005123	1779791_at							
1775229_at	SPAC18G6.09c.S1		1775229_at							
1777108_at	SPAC1A6.04c.S1	IPR002642	1777108_at							
1773401_at	SPAC3H8.08c.S1	IPR001138	1773401_at							
1772938_at	SPBC800.08.S1	IPR007316	1772938_at							
1774179_at	SPAC17C9.06.S1	IPR000184	1774179_at							
1774830_at	SPAC12B10.01c.S1	IPR000569	1774830_at						1.1.1	
1777681_at	SPAC10F6.08c.S1		1777681_at							
1773578_at	SPBC1604.01.S1	IPR005532	1773578_at							
1769615_at	SPAPJ691.03.S1	IPR007512	1769615_at							
1776627_at	SPCC18.04.S1	IPR001810	1776627_at							
1771024_at	SPBC15D4.11c.S1		1771024_at							
1774872_at	SPBP4H10.19c.S1		1774872_at							
1776005_at	SPAC27D7.03c.S1	IPR000504	1776005_at							
1776192_at	SPBC12D12.02c.S1	IPR007218	1776192_at							
1775315_at	SPAC30D11.13.S1	IPR000608	1775315_at							
1780043_at	SPAC167.07c.S1	IPR000569	1780043_at							
1775577_at	SPAC13G6.08.S1	IPR001680	1775577_at							
1775379_at	SPCC1450.13c.S1	IPR001783	1775379_at							
1773299_at	SPBC1718.03.S1		1773299_at							
1778646_at	SPAC144.04c.S1	IPR000183	1778646_at							
1779637_at	SPCC24B10.06.S1		1779637_at							
1772872_at	SPCC16C4.01.S1	IPR003734	1772872_at							
1772767_at	SPAC22E12.13c.S1	IPR000988	1772767_at							
1771504_at	SPAC24C9.06c.S1	IPR001030	1771504_at							
