!Gene Symbol	EGF_Baseline	EGF_Stimulus
xit	1.03	1.06
Cpr64Aa	0.82	1.13
CG33054	-0.54	-1.04
Sbf	0.08	-0.76
RYBP	-0.59	-0.86
Doc1	-0.34	0.62
Spn42Dc	0.15	0.73
CG31191	0.96	1.01
Sym	-0.77	-0.88
Spn88Eb	1.40	0.47
CG8349	-1.26	0.68
tipE	-1.89	0.55
CG11070	1.21	-0.31
Rho1	-3.02	-3.61
Teh3	0.45	0.92
CG11825	-0.96	0.50
RhoL	-1.59	2.96
CG3857	-1.88	-0.82
Ugt86De	0.80	1.04
CG12541	0.60	1.52
Ir7f	-0.16	0.93
Ref1	5.10	2.10
robl	-1.32	0.82
Bap55	-1.65	-4.09
CG31639	1.05	-0.46
Ostgamma	-1.41	0.09
mthl7	0.26	-0.31
CG14861	0.56	0.91
CG8412	-0.41	0.56
CG14314	-1.30	0.56
Hdac3	2.10	-1.31
CheB42b	-0.72	-0.51
Ca-alpha1D	0.37	1.98
mRpS6	-1.36	0.64
baf	-1.14	-0.38
CG14463	1.20	-0.40
CG18540	-0.69	0.28
Sfp53D	-0.59	-0.92
CG13054	0.53	-0.71
Sur	-0.24	-0.24
MrgBP	1.11	-2.04
CG9674	-1.24	0.68
CG1518	-0.25	1.10
Ctr1A	-1.39	0.31
Or33a	-1.21	-1.60
CG13492	-1.64	1.01
Pp2B-14D	1.61	1.59
CG17601	-1.19	0.24
scaf	0.17	0.57
SMC5	0.51	-0.81
awd	-0.60	0.34
SkpD	0.35	0.68
Cyp6t2Psi	-1.62	-0.35
CG10550	-1.45	0.35
CG11178	0.23	-1.60
Eaf	-0.28	-0.86
ds	-0.90	0.36
CG9459	1.21	0.59
CR32660	-1.45	-1.23
CG13481	-0.57	1.11
CG10195	1.34	0.83
Mppe	-0.28	1.10
Nup358	1.49	1.15
CHES-1-like	0.42	2.72
CG42675	-0.94	-1.27
Syn	-0.55	-1.39
csw	3.77	0.34
CG6745	-0.44	-0.17
RasGAP1	2.42	0.69
godzilla	-1.23	0.35
Spn75F	-1.64	-1.22
CG18302	-0.51	-1.12
CG15879	-0.64	0.57
gw	4.60	-0.64
CG13427	-0.47	0.69
CG30391	1.15	-0.47
CG8008	-1.62	0.58
CG10934	0.12	-0.09
tutl	-1.79	0.73
CG9527	-1.43	1.16
SdhC	-1.25	-3.66
Muc12Ea	1.81	-0.59
CG12831	-1.50	-1.16
Atg10	-1.39	-0.99
Syt12	0.77	0.76
CG11368	0.05	-0.65
mus81	-1.29	0.89
fzr2	-0.80	-1.23
Cdk12	1.34	-0.10
Or69a	0.78	0.93
Cad89D	0.98	0.33
CG8534	-0.56	-1.40
CG6435	-1.98	0.60
CR4575	-0.38	1.62
dom	-2.74	-4.81
CG15577	-1.56	0.59
Cyp6a2	-0.53	4.11
CG13344	-0.56	-0.30
CG11771	-0.88	0.90
cer	-0.96	0.93
CG9240	0.45	0.70
CG15578	-0.44	0.13
CG12479	-0.91	0.60
Spn100A	-1.38	-1.29
Fdxh	-0.43	-0.76
CG10565	0.26	-0.85
Ir75a	0.62	1.14
CG9996	-0.48	0.09
CG4570	0.22	1.42
CG9413	-1.26	-0.78
CG13407	0.38	0.85
Prat	-1.88	1.19
CG6034	-1.12	-1.15
Prosbeta4R1	0.63	1.04
CG12078	0.50	0.80
CG32553	-0.67	0.49
CG42269	-0.88	1.20
CG7906	-0.25	0.43
dlt	0.26	1.26
CG8774	0.75	1.60
Nse4	-1.03	1.55
CG9279	0.47	1.34
CG7484	-0.60	1.12
CG9492	0.39	0.96
CG30417	-1.04	-1.32
CG40191	-1.82	-0.36
Cyp6d5	-0.78	0.25
tna	-0.64	1.10
CG5071	-1.00	0.83
CG34375	-0.43	0.93
se	-0.83	-0.29
CG33003	-1.71	-1.00
CG42713	0.33	-0.80
CG31036	1.28	0.10
Baldspot	-0.08	1.76
CG10177	0.70	0.32
CG10469	-0.43	-1.19
CG13707	-0.54	0.64
l(1)G0020	-0.53	-1.71
CG14245	-0.29	-0.42
CG7787	-1.38	-1.42
CG32801	0.69	0.64
CG6145	-1.33	0.34
CG13575	-0.41	-0.45
Peb	1.50	0.84
Arf51F	0.82	-0.72
CG7786	-1.62	-0.93
CG12929	-1.38	0.49
CG12772	-0.15	0.67
CG12105	-0.54	-0.50
CG13775	1.18	-0.52
e(y)1	-1.51	1.72
CG10996	-1.39	-0.80
CG17002	1.54	1.20
ppk29	-0.21	-0.97
CG7630	-1.89	-1.93
Ilp6	1.00	0.45
CG33267	0.56	0.82
CG33257	-1.01	0.48
CG7650	-1.41	-1.07
l(2)01289	1.98	0.57
CG31445	-0.97	-0.25
Pka-C3	-1.45	-0.73
Cpr30F	-1.63	0.86
CG13955	-0.86	0.29
lva	1.25	-1.96
CG11321	0.71	-0.97
Obp57e	-0.39	-0.86
CG15128	0.49	1.12
CG10748	0.70	0.98
mGluR	0.63	0.47
Pli	1.50	0.82
CG32487	-0.91	0.29
RFeSP	-1.23	-1.45
CG14072	-0.55	-0.98
Obp99b	1.03	0.45
polyph	0.59	1.75
Fbxl4	-1.15	-0.44
CG7456	-0.55	-0.36
Ocrl	-1.24	0.74
Rab9Fb	-1.07	1.62
mRpL43	-1.27	0.66
CG6439	-1.99	0.52
CG11893	-1.55	0.83
Elo68alpha	1.36	0.98
CG14147	0.52	-0.66
PGRP-SA	-0.27	0.57
Os-C	0.82	-0.66
Tao	-1.59	-2.24
CG5250	-0.92	0.23
CG32006	-1.82	-1.05
Acp53Ea	0.37	0.54
CG8944	-0.76	1.22
Ir52d	1.05	-0.64
Vps35	-0.40	0.56
CG3032	-0.36	0.57
Apc	0.84	-0.86
CG2129	-1.42	0.67
CG11658	-1.06	-0.19
Inx7	0.54	1.49
crm	0.54	1.06
CG42720	-0.65	-1.18
CG3483	0.44	0.42
CG7149	-1.12	0.62
Nrt	-0.55	-0.99
Ns4	-2.09	-4.96
Elba3	-0.64	0.27
Oaz	-1.50	0.34
CG7365	-0.52	-0.25
Tep4	-0.79	0.61
conv	0.53	-0.55
unc-5	1.16	-2.57
CG4662	1.65	0.94
Tengl1	0.27	0.36
CG6550	-2.23	2.07
janA	1.32	1.50
CG5556	-0.70	-0.18
CG6610	-1.03	-0.41
CG6499	0.38	0.38
Dref	0.52	-4.15
CG14184	-1.33	-0.66
CG15337	0.82	0.75
5-HT2B	-1.47	-0.54
CR6900	-1.06	-0.33
CG18335	-0.96	-0.34
CG5882	2.47	2.25
Acp26Aa	0.40	0.89
CG3021	-1.28	0.58
CG32679	1.05	0.26
cv-2	1.29	0.78
CG6280	0.49	1.08
CG10133	-1.25	0.72
CG12374	-0.66	-0.46
GluRIIA	-1.54	0.32
CG7523	0.21	1.27
Hsp83	1.19	-1.92
D1	-1.04	0.76
Synd	-1.08	0.97
mthl3	-0.30	-0.91
jumu	-1.54	-0.89
CG12341	0.26	0.96
LpR1	-1.35	-0.93
CG2278	-0.38	0.92
CG33463	1.23	1.24
CG9643	-1.90	0.16
SA-2	-0.77	0.20
CG11808	-2.00	1.38
sip3	0.29	0.75
CG5162	1.20	0.58
Atg8a	-0.88	-0.64
CG4854	0.61	0.22
CG6576	0.54	1.39
CG1665	0.33	1.50
CG10576	-2.12	0.55
CG32625	-1.35	-0.94
GABA-B-R2	0.64	0.79
CG30421	-0.67	1.52
CG16868	1.59	0.82
Pdk	-0.51	0.55
CG4362	-0.99	0.29
MtnB	1.50	1.70
CG13288	-1.33	0.66
CBP	0.46	-1.56
Osi2	0.82	0.75
CG9018	-2.14	0.51
CG31265	0.18	0.18
CG15439	-1.15	-1.59
BCAS2	1.41	1.45
gskt	1.43	0.66
CG9360	0.62	-0.61
CG12746	-0.22	0.80
CG12853	-0.35	0.92
CG13984	0.43	-1.56
CG9626	-0.84	0.66
CG2116	-1.77	0.37
mgl	1.23	0.87
CG13068	-1.71	-0.85
Set1	1.55	0.42
Hsc70Cb	-1.06	0.64
CG11474	0.40	0.06
Mst98Ca	-0.86	-1.15
CG4631	0.96	1.32
Pih1D1	0.71	1.46
Ir7b	1.10	-1.03
CG3907	-0.75	0.67
CG2519	-1.23	-0.89
APP-BP1	-0.43	0.19
CG31327	0.67	0.98
hrg	0.16	0.80
alpha-Est10	-0.21	1.07
Elp3	-0.60	-0.90
mmd	1.13	1.21
CG5853	-0.82	1.09
alpha-Est8	-0.94	0.17
dre4	-0.47	-0.98
CR32582	-1.74	1.56
skl	1.72	-1.21
Cyp6a13	-0.61	-0.84
CG10147	1.19	0.27
CG10916	1.94	0.81
CG32649	-1.15	-0.80
CAP	-1.45	0.81
CG34393	0.30	0.91
Eip55E	-1.37	1.70
CG14301	0.29	-0.49
CG8858	-0.82	0.55
Cpr100A	0.13	0.90
CG14627	-0.55	-0.85
sds22	1.20	-0.62
sqh	-1.28	-1.07
Iswi	1.13	-1.14
CG5746	0.62	-0.61
CG33144	0.91	0.98
CG12020	-0.48	-0.85
Ir67c	-0.17	0.68
Ir25a	-0.75	0.74
CG12991	0.38	-0.30
eIF2B-epsilon	-0.76	-0.90
CG15814	-0.09	-1.13
Dip-C	0.45	1.45
CG11588	-1.08	-0.48
CG17272	0.58	1.10
Gr98a	-0.69	0.59
CG3420	0.99	-0.40
CG4619	-1.65	0.57
Efr	0.51	1.09
CG9331	-0.94	-0.59
Ucp4A	-1.34	0.35
CycK	0.49	-1.11
Vha68-3	0.60	-0.86
p130CAS	1.19	0.72
CG4714	0.35	0.33
CG1946	-0.32	0.58
CG15406	-1.37	-0.61
CG2533	-1.59	-0.24
Mks1	0.21	1.31
Cpr67Fa1	-0.91	-0.19
CG15117	0.09	1.77
CG15571	-1.04	-0.14
CG10353	-1.21	0.43
CG31373	0.78	0.70
CG14881	1.06	1.31
CG8102	1.39	1.71
Cpr	1.11	0.49
Cyp6a9	-0.23	0.76
CG10877	0.60	0.36
CG4020	0.50	0.43
CG32267	0.74	1.62
CG7358	1.24	-0.85
Nedd8	0.92	0.87
EF2	1.87	-2.15
CG32441	-0.74	-0.38
CG33309	1.01	-0.78
MFS3	-0.44	1.28
CG4465	0.59	0.67
CG7715	0.28	0.70
CG7252	-0.74	-0.54
Cyp12b2	0.49	0.08
CG32264	-1.05	-0.86
GstE4	0.34	0.31
Cyp6a23	0.29	-0.90
CG34040	-0.96	-0.84
bmm	0.07	0.21
CG9715	4.27	0.18
CG5608	0.65	0.44
CG16854	-0.94	-0.06
Scp2	1.13	0.87
MstProx	1.33	0.53
l(1)G0230	0.20	1.16
CG5541	-1.01	0.48
E2f1	-0.83	-3.25
CG12007	-1.61	1.34
nerfin-1	-1.58	0.47
CG13670	0.35	0.44
CG4074	-0.26	1.22
Rab18	1.16	-1.02
CG33796	-1.44	0.57
Cdc16	-0.45	0.57
CG3308	0.45	1.33
CG4198	-0.92	1.37
CG3119	0.43	-1.95
CG6834	0.43	0.66
CG9631	-0.97	1.40
CG4646	-0.53	0.07
CG5612	-1.73	0.40
CG18649	5.10	0.82
CG8545	0.36	-0.26
vvl	1.02	0.52
Gpa2	-0.61	-0.41
CG15170	-0.58	0.18
PVRAP	-1.33	1.03
CG14937	1.38	0.68
CG8800	-0.21	0.30
CG13059	-0.33	-0.89
Brd	-1.02	0.90
Nmdar1	-0.19	0.60
Egm	-1.29	-1.24
CG18539	-0.49	0.99
CG7156	0.47	-1.40
Reck	-0.69	0.73
CG13473	-0.37	0.90
CG14488	-0.83	0.33
CG34225	-0.34	0.24
boi	-1.38	0.48
Cyp4s3	-0.96	1.30
rho-7	0.88	0.23
CG12402	-0.53	0.68
PGAP3	0.66	0.24
CG12024	2.34	1.03
Ir100a	-1.20	-1.22
CG8034	0.67	-3.18
CG14482	0.25	0.81
CG34356	0.47	0.59
alpha-Man-II	-0.89	0.51
CG4300	-0.76	0.45
CG31851	-1.30	-0.98
CG34288	-0.74	-0.62
CG14856	0.06	0.73
ko	0.59	-0.38
CG8860	-0.83	-0.72
Obp50d	0.60	0.36
prd	0.26	-0.07
CG11585	-0.46	0.24
Rbf2	-0.35	-0.23
CG9316	0.53	0.92
CG7810	-0.16	0.15
a	-0.60	-1.12
CG17352	0.43	0.94
CG9356	-0.86	-0.30
dgt1	-1.81	-4.33
kek5	1.53	0.22
vig2	0.88	-1.40
CG17239	-0.76	0.96
cdc2rk	-0.85	0.95
CG32708	-1.40	-0.42
Map60	-1.00	-0.70
Cyp4d8	1.79	-0.63
jagn	-1.04	0.41
CG14130	-0.47	0.06
l(1)G0289	0.53	0.53
CG42797	-1.18	1.02
CG3706	-1.46	-0.46
CG10561	0.87	-1.36
stck	-1.02	0.52
CG4949	-1.61	-0.08
nAChRbeta3	-0.19	-0.37
CG11851	1.47	1.34
CG6901	-1.54	1.29
CG10324	-1.60	0.84
elg1	0.19	-0.32
Zip99C	-0.54	0.62
drm	-0.68	0.14
CG9220	-0.92	0.97
Bmcp	0.42	-0.25
CG6084	-0.74	0.12
CG31343	1.43	0.42
Hexo2	0.72	0.90
defl	-1.46	-2.70
CG3887	-1.18	-0.57
Sodh-1	1.00	-0.67
CG10721	0.56	-0.47
Cpr47Eb	-0.63	0.15
CG13937	1.22	0.48
His3.3A	-2.03	-3.03
Sems	0.43	-0.78
Syx5	1.27	-2.02
alpha-Man-Ib	-1.77	1.38
CG7606	0.53	1.80
Tom7	-1.46	-1.24
M1BP	-1.02	-0.91
CG17199	-1.50	-0.19
CG5662	1.34	0.78
Gr97a	0.91	0.61
GC1	0.55	1.60
Cyp4ac3	-1.14	-0.40
CG16903	2.19	0.52
CG5844	-6.26	-6.09
CG16786	-1.65	0.89
CG6470	1.63	0.75
CG10425	-1.61	-0.30
Myo61F	0.69	-0.82
CG14860	-1.24	-0.29
CG1354	-0.50	0.43
CG4716	-0.37	0.78
CG7427	-1.07	-1.11
CG6330	-0.75	0.63
jigr1	0.80	1.04
ird5	-1.52	1.84
CG1360	2.46	1.51
CG12116	1.35	0.28
CG11902	0.94	0.66
CG13163	-0.47	0.04
Oct-TyrR	1.30	-0.55
CG42676	0.54	-0.44
CG10750	-0.65	1.36
Phax	-0.41	-0.13
CG1291	-1.39	1.23
Oseg4	0.80	0.66
CG34316	0.11	1.03
CG42758	-0.80	1.17
CG3517	-1.40	-0.82
btd	-0.93	0.47
CG17752	1.78	0.54
Nplp1	-0.57	1.81
gkt	-0.88	0.31
CG7724	-0.71	0.61
CG6912	0.19	-0.20
CG10734	0.30	0.44
CG30497	1.17	0.22
CG5021	-0.29	1.40
fd102C	-1.21	0.91
angel	-1.73	1.31
Scamp	-1.21	-0.54
CG11593	2.07	-1.40
CG3238	0.73	0.26
Magi	1.05	1.29
CG14676	1.24	0.75
CG12027	-0.77	0.15
CG7632	0.37	0.96
CG1894	-0.58	0.44
CG31955	-0.75	1.63
CG4596	-0.97	0.53
Shc	-1.17	-0.68
CG8939	1.05	0.85
Rad51C	0.60	-0.46
CG42339	0.76	0.82
Gr10a	1.32	1.16
CheA87a	-1.75	0.35
Best1	-1.24	-2.09
CG31915	0.55	1.16
CG9826	-0.66	-0.61
nAChRbeta2	-0.08	-0.47
CG31347	-1.72	-1.53
Nf-YB	-1.91	0.14
APC7	-0.64	-0.79
GalNAc-T2	1.63	0.74
CG34135	0.90	0.96
CG14693	-0.81	-0.94
CG5098	-0.38	-0.60
PI31	-1.38	0.50
CG11035	-1.10	-0.44
Cpr72Ec	-0.96	0.74
bwa	-1.36	-0.97
CG18607	-1.27	0.90
CG4297	0.38	0.35
CG42271	-1.55	0.42
Gr22d	1.10	1.57
CG34114	1.01	1.26
CG12269	-1.51	-0.17
Gr64a	-0.86	-1.96
CG12438	-1.74	-1.60
bur	-0.99	-0.46
Prestin	-1.08	2.25
alpha4GT2	-0.98	0.03
CG18324	0.40	0.36
sev	1.50	0.62
CG12902	0.60	0.21
mys	-0.47	-0.44
Ssk	-0.59	1.08
CG9222	-1.27	1.56
CG30285	1.27	-1.80
CG30273	-0.08	0.96
CG13587	1.35	0.61
CG8481	-1.12	-1.12
Ser7	1.13	-1.26
CG5160	-0.45	0.23
CG18747	-1.24	0.74
CG12680	0.46	0.37
egh	-1.36	-2.03
CG5537	-1.24	0.75
CG13889	0.20	0.36
Orct2	-0.83	-0.78
CG6254	0.98	-0.83
Atg16	1.05	1.03
Gbp	0.27	0.50
CG8861	-1.54	-0.88
CG32549	-0.97	0.89
CG32066	-0.54	1.09
CG30375	-1.81	0.29
CG6567	0.21	0.26
CG12104	-1.37	-1.36
CG15445	-0.63	-1.80
Hsc70-2	0.35	-0.41
CG14797	0.32	0.15
CG5446	0.53	-0.90
mRpL41	1.22	0.75
CG5514	1.45	0.34
CG32521	0.50	0.70
CG13283	-1.09	0.31
TM4SF	1.38	1.92
tej	-0.50	0.46
CG13177	-1.31	1.34
dec-1	-1.02	-1.55
CG10178	-0.37	-1.16
CG31465	0.69	0.91
zpg	1.15	1.15
CG15046	-0.55	-1.58
wac	0.38	-0.85
CSN8	-1.03	0.55
Cyp309a1	-0.16	-1.01
CG17163	-0.52	-0.82
CG12121	0.22	0.42
CG12594	0.67	-0.73
sxc	-0.81	0.07
Or94b	0.27	0.94
CG14740	-0.78	0.63
Sucb	1.10	-0.57
CG2652	-1.53	-1.42
Non1	-0.54	-2.21
CG4781	-0.73	0.72
Vps60	-0.49	0.58
Dronc	-0.61	1.60
CG31897	-1.30	1.24
fru	-1.01	-1.50
YL-1	0.35	0.85
CG17192	-1.10	-1.04
CRMP	-0.85	1.67
CG10344	-1.64	0.48
CG17662	-0.78	-0.62
CG16935	1.06	-0.46
CG31813	1.66	-1.00
mbo	1.96	1.15
Cpr65Ay	-0.58	-0.40
Mmp1	-0.93	-1.34
wus	-0.59	-0.87
Lrrk	-1.34	-0.76
CG6236	0.47	1.66
whd	1.14	0.41
CCDC151	-0.97	5.33
CG3927	-0.31	0.88
sug	0.88	0.69
Papst2	-0.57	-0.36
mRpL49	-1.27	0.60
regucalcin	0.98	0.77
CG4884	0.75	-1.28
CG12426	-0.48	0.50
CG18675	-0.11	0.95
CG14990	1.09	0.25
lqf	2.81	0.72
CG6293	1.12	-0.50
CG7296	-0.88	0.53
CG12662	0.97	0.31
TpnC47D	-1.41	-0.28
CG3640	0.93	0.63
CG7631	-0.97	0.61
xmas-1	-0.62	0.37
CG4066	-0.39	0.44
CG33296	-0.54	-1.05
Trap1	0.04	-1.37
vito	1.23	1.61
CG14607	0.72	0.77
CG32054	-1.35	-0.27
ADD1	-1.64	-0.42
Pax	1.30	1.27
dnr1	-1.17	0.45
CG5335	0.17	0.26
CG12581	0.84	1.14
CG34331	0.30	1.32
CR14033	-0.70	4.44
CG14786	-0.30	0.57
CG8728	-1.45	-1.10
Rab23	-0.66	0.57
CG31016	-0.26	-0.88
CG4364	1.51	-0.72
CG31365	1.69	0.55
CG6893	-0.76	-0.91
CG11249	0.22	0.56
CG33282	-0.78	1.01
Sas-6	-0.86	1.02
CG6959	1.14	0.95
CG15056	0.55	0.51
CG4829	-1.18	0.61
AttA	0.18	0.50
CG33322	0.56	-0.75
lola	-2.42	-2.16
CG12851	-0.28	0.89
e(r)	0.81	2.04
CG32720	-0.41	-0.30
Cyp49a1	-0.71	0.92
cathD	-1.21	0.50
CG34427	0.40	0.83
CG15262	0.64	1.71
CG34002	-0.80	0.76
ITP	0.54	0.66
CG30053	1.26	1.61
eco	1.42	-1.48
CG8379	0.98	1.21
CG33648	-1.41	-1.34
dco	0.55	0.82
CG13228	-1.64	0.26
CG42732	1.51	0.87
Ced-12	-0.94	-0.60
CG31882	-0.88	0.21
Or63a	0.27	0.93
glo	-2.12	-0.38
CG9014	-1.71	-1.42
CG8188	-1.04	1.46
CG12948	0.53	0.62
vg	-1.67	-1.60
Cyp6d2	-0.74	0.41
CG31805	-0.84	-1.23
CG11652	1.44	0.33
dila	0.45	0.88
CG6923	-0.65	2.53
Nmnat	-1.51	-0.97
Pp4-19C	2.24	-1.67
PKD	-1.29	0.56
Desi	0.73	0.98
CG32022	-0.51	0.24
babo	-0.68	1.13
Dhc98D	-0.57	-0.83
CG12507	-0.91	-0.92
Picot	-1.65	-0.58
CG7069	-0.79	-0.21
CG13192	1.80	1.55
Cnb	-1.07	-0.59
mRpS10	-0.85	0.40
CG34325	-1.06	0.82
Ir68a	0.67	0.92
p-cup	-0.78	0.22
CG10188	0.83	0.67
CG10585	-0.25	-0.67
CG16717	-0.79	-0.46
CG3192	-1.26	0.22
CG15772	-0.95	0.56
CG42361	1.31	1.25
NiPp1	-0.94	0.77
CG13544	0.32	-1.45
Hsl	-0.28	-0.84
CG15155	-0.22	0.83
mol	-1.77	1.91
Su(H)	-0.55	1.74
Scgbeta	-0.51	-2.09
PpD3	0.54	1.09
CG16959	-0.43	0.37
SCAP	-0.62	0.36
CG15065	1.65	0.97
CG9389	-0.62	-1.15
CG15199	0.71	0.56
gammaCOP	0.29	-3.98
CG3598	0.84	0.65
Mpc1	-1.26	1.67
Rcd-1	1.42	1.41
CG5849	-1.23	0.72
Cbp20	-1.37	-2.82
RhoGAP68F	0.66	-1.79
CYLD	0.48	0.50
nau	-0.68	-0.39
CG15143	-1.12	1.58
Myt1	-1.37	-3.65
Ada2b	-1.69	1.36
Ent3	0.32	0.70
CG5660	-1.12	0.51
mRpL54	-1.38	-0.12
CG17374	-0.28	0.70
CG15553	1.20	0.80
CG11307	-0.81	-2.82
Ptp4E	-1.45	-1.78
CG9596	-1.22	-0.79
rb	-1.53	-0.40
Oli	-0.40	0.91
CG33158	-1.18	1.30
CG11127	-0.98	0.48
Mo25	-1.84	-0.95
CG2061	-0.80	0.34
wdb	-1.14	1.48
sax	-0.78	0.60
CG11029	-0.90	-1.23
CG5087	0.29	1.02
CG12084	-1.57	1.60
Ppi1	1.07	-0.69
gprs	1.16	0.27
CG6845	-1.39	0.64
SP2637	0.72	1.09
CG8398	-1.51	1.05
cue	-1.15	1.56
Cctgamma	-1.62	-1.26
dor	-1.21	-0.36
CG13151	0.74	0.90
path	-0.28	1.41
CG4270	-0.73	0.38
CG13928	0.31	-1.34
CG8237	1.45	-2.36
CG3270	0.98	0.75
CG5705	0.19	0.46
Tret1-1	2.03	1.19
Cyp313a2	-0.20	0.86
pyx	-1.58	-0.87
CG30427	0.94	1.05
unc	-1.09	-0.62
CG3634	1.50	-0.04
CG7744	-0.89	1.15
Ino80	-1.90	-1.98
CG11811	-0.72	0.54
SPoCk	-1.72	0.97
twin	0.87	-2.21
retm	-1.39	0.33
CG9021	0.89	0.50
Taf1	-1.00	-0.76
Syx13	0.87	0.28
Ipk1	1.55	-1.19
CG33775	0.45	-1.44
CG32454	-0.27	0.82
CG15642	0.57	0.46
Axud1	0.64	2.49
Blos1	-0.69	-0.92
CG7772	-1.31	0.70
CG11656	0.13	1.91
CG32448	1.20	-0.68
Ranbp16	0.24	0.65
CG4847	1.33	0.32
CG16741	-1.05	0.36
CkIIbeta	1.06	1.71
CG1910	-0.78	1.34
CG31126	-0.82	0.40
CG4998	-0.56	1.61
CG18508	1.50	-0.44
mTerf5	0.73	-0.97
CG1971	-0.86	0.54
CG6455	-0.55	-0.93
Pkn	-0.60	-1.00
CG8738	0.14	0.43
CG5703	-1.18	-1.03
CG13995	-1.75	1.54
rngo	-0.38	-0.21
CoIV	-1.21	0.85
Osi12	-1.81	1.66
CG32407	-1.21	0.75
CG5435	1.66	1.02
Mad	-0.39	0.81
CG34459	-1.30	0.26
Ork1	-0.59	0.84
Vha36-2	-1.03	1.07
Vha16-2	0.60	0.37
CR32027	-0.10	-0.91
CG14551	0.48	0.86
cos	-0.39	-1.43
EndoA	-1.30	0.72
CG15533	-1.13	-0.25
mRpL28	0.78	1.03
ppk7	1.01	1.24
NtR	0.33	0.61
CG11672	0.76	0.37
CG10333	-1.09	1.94
CG8369	0.93	0.18
CG32791	-0.34	0.55
Cypl	1.17	0.62
CG4053	1.02	3.62
CG16723	-1.89	-0.96
CG2691	-0.08	-1.43
fig	-1.52	0.90
CG9109	0.67	-0.90
Rlb1	-0.44	0.69
CG14527	1.01	0.44
Tsp47F	1.18	-2.05
CG42450	0.69	1.56
CG31414	1.77	0.62
CG2113	-0.70	0.63
CG6020	-0.89	0.99
CG33752	-1.08	1.02
yata	1.79	0.52
Rich	-0.28	0.64
barc	-0.25	0.47
Rgk2	0.87	0.87
Cpr76Ba	-1.95	0.67
CG4968	-1.08	1.28
CG13272	-1.44	1.61
eIF3-S10	2.32	-3.18
CG15177	-0.87	0.67
CG1142	-1.78	0.95
CG12699	-1.62	1.30
Unc-89	1.36	0.99
CG13564	-0.89	0.54
CG32987	-1.66	-0.51
CG4476	1.04	0.63
CG13096	-1.33	0.33
CG12942	0.53	1.10
Ir67b	-2.01	0.95
CG6485	1.36	-1.01
CG10646	0.49	-0.48
Mob4	0.99	0.25
Fip1	-0.39	-1.20
Trf4-1	-0.61	1.10
Art6	-0.35	0.41
Teh2	0.74	0.82
CG9581	2.55	5.65
dsh	-0.82	0.39
CG9684	-1.31	1.15
Ibf1	1.56	1.27
CG12480	-1.29	-0.40
CG2100	-0.96	-0.57
HtrA2	0.07	0.46
CG31278	0.38	1.09
CG13989	-0.74	-0.30
CCHa1-R	1.11	0.59
Atox1	-0.98	-1.30
CG34007	0.68	1.79
MED26	-1.88	-4.05
CG34109	-1.09	1.25
cav	-0.39	0.75
CG8833	-1.08	1.11
Aats-leu	-0.58	1.34
CG15881	-0.05	-0.77
Obp56i	-1.81	-0.38
CG34383	-1.13	0.99
TfIIFalpha	0.63	0.69
ms(2)34Fe	-0.42	0.66
Lsp2	-0.77	-0.45
CG34172	-1.86	-1.71
Apf	-0.63	0.15
CG1722	-1.37	0.76
RpL23	5.31	-3.44
CG10424	-1.43	-0.64
CG2493	1.35	-1.52
CG11762	-1.41	0.56
Tango1	0.39	-0.60
Sras	0.49	-1.01
Stat92E	-0.95	2.55
CG32319	-1.07	-0.53
CG32237	-1.01	0.55
Mms19	-1.37	1.25
CG12477	-0.54	-1.00
CG3355	-0.31	0.56
Tektin-A	-0.95	1.01
CG8918	-0.46	0.74
CG33284	-0.84	0.24
CG32751	-0.43	0.37
CG14414	-0.79	0.12
CG14646	-1.56	-1.43
CG15436	1.58	-0.98
CG3253	0.92	-1.15
atilla	-1.48	-0.54
ClC-a	0.75	1.51
Ubpy	-1.18	-2.05
RabX6	-1.11	-0.31
CR31292	0.39	-0.83
CG5555	-0.52	1.61
FucTC	0.63	1.20
CG7668	-0.24	0.73
Amun	0.88	-0.87
CG14232	0.74	-0.07
CG12162	-0.93	1.48
alpha-Est2	-1.09	-1.06
CG32523	-1.11	-0.31
bowl	1.28	-1.72
CG18223	-1.37	1.14
CG4329	-0.77	-1.94
drpr	1.49	0.63
Syx1A	0.70	0.83
CG31251	-1.76	-0.69
jbug	7.82	-0.89
CG12971	-0.67	0.32
CG13155	-0.74	0.28
CG34230	-1.42	-0.35
Rbcn-3A	-0.78	-0.96
CG4763	-1.82	0.71
CG4747	-0.56	0.36
CG32726	-0.95	-1.23
CG15403	-1.74	0.91
SPE	0.61	1.53
CG2694	0.58	0.58
CASK	-1.03	-0.75
CG30196	0.57	0.38
CG30350	0.62	-1.10
smo	-0.51	0.23
boly	0.52	0.84
Apc2	-1.62	1.55
CG14903	-0.67	1.39
CG1746	-1.67	0.44
CG2846	-1.40	1.05
CG10814	0.56	0.89
CG14483	0.65	-1.02
Irk3	-2.02	-1.37
ics	0.91	-0.63
fog	-1.59	0.35
CG31798	6.24	1.53
CG9445	-1.31	0.84
Mbs	-1.51	-1.26
jb	-0.57	0.71
Neb-cGP	-0.34	0.56
her	0.81	1.61
CG4848	0.56	0.66
CG5432	1.56	-1.49
CG14535	1.56	0.10
His3.3B	-1.84	-1.28
CG9518	1.49	-0.18
CG10365	-0.88	-0.50
CG13085	2.75	0.59
CG12325	-0.40	-0.50
AQP	0.23	0.32
